Semaine,Mois,Catégorie,Marque,Prix,Promotion,Réduction_%,Jour_férié,Météo,Ventes_S-1,Stock_début,Ventes
16,4,Hygiène,Palmolive,900,0,0,0,Ensoleillé,70,161,74
51,1,Alimentaire,Mama,6300,1,25,0,Pluvieux,58,81,64
37,10,Vêtements,Kantamanto,5900,1,25,0,Pluvieux,29,34,27
14,4,Vêtements,Kente,7400,0,0,0,Nuageux,27,35,26
25,7,Boissons,Coca-Cola,1900,1,5,0,Nuageux,186,359,161
22,6,Vêtements,Afriq Style,28100,0,0,0,Ensoleillé,33,48,39
18,5,Hygiène,Dettol,800,1,20,0,Pluvieux,85,193,78
13,4,Vêtements,Dakar Mode,10100,0,0,1,Nuageux,42,50,36
16,4,Boissons,Kirène,1400,0,0,0,Ensoleillé,207,330,172
13,4,Vêtements,Kantamanto,29200,0,0,0,Ensoleillé,43,95,40
36,9,Boissons,Kirène,600,1,5,0,Ensoleillé,144,193,160
30,8,Alimentaire,Nestlé,1500,1,20,0,Ensoleillé,150,271,125
47,12,Électroménager,Brandt,87200,0,0,0,Ensoleillé,5,10,5
37,10,Alimentaire,Daffé,6000,1,10,0,Nuageux,73,155,71
39,10,Électroménager,Hisense,120100,0,0,0,Ensoleillé,11,26,9
39,10,Alimentaire,Nestlé,7800,0,0,0,Nuageux,55,88,53
39,10,Alimentaire,Patisen,3200,0,0,0,Nuageux,79,128,73
39,10,Alimentaire,Patisen,3800,1,30,0,Pluvieux,65,106,70
37,10,Hygiène,Colgate,1400,1,15,0,Ensoleillé,71,150,63
17,5,Hygiène,Palmolive,3900,0,0,0,Ensoleillé,71,87,85
8,2,Boissons,Coca-Cola,2200,0,0,0,Très chaud,96,196,81
22,6,Alimentaire,Nestlé,4300,1,5,0,Pluvieux,105,165,88
30,8,Vêtements,Kente,7100,0,0,0,Nuageux,38,76,34
8,2,Vêtements,Afriq Style,16300,1,15,0,Pluvieux,21,39,22
36,9,Électroménager,LG,167600,0,0,0,Ensoleillé,7,8,9
50,1,Hygiène,Nivea,2400,0,0,0,Pluvieux,26,48,32
34,9,Hygiène,Colgate,4800,1,5,0,Ensoleillé,60,128,66
31,8,Alimentaire,Mama,7900,1,0,0,Ensoleillé,127,311,103
10,3,Alimentaire,Kirène,4300,0,0,0,Nuageux,58,100,59
20,5,Boissons,Kirène,2100,0,0,0,Ensoleillé,140,199,176
18,5,Hygiène,Nivea,2200,0,0,0,Très chaud,97,197,89
43,11,Vêtements,Wax & Co,20800,0,0,0,Nuageux,10,17,13
41,11,Boissons,Gazelle,2800,1,15,0,Nuageux,75,119,96
13,4,Vêtements,Dakar Mode,3900,1,25,0,Pluvieux,36,51,37
38,10,Boissons,Gazelle,900,0,0,0,Ensoleillé,103,141,107
35,9,Boissons,Rani,1900,0,0,0,Ensoleillé,102,183,103
2,1,Hygiène,Dove,2200,0,0,0,Ensoleillé,42,73,38
40,10,Électroménager,Brandt,166200,0,0,0,Ensoleillé,7,16,8
36,9,Alimentaire,Kirène,3000,1,0,0,Ensoleillé,88,131,74
43,11,Boissons,Rani,2000,1,10,0,Ensoleillé,94,216,110
48,12,Vêtements,Dakar Mode,26700,1,30,0,Nuageux,27,62,27
47,12,Électroménager,Hisense,42800,1,20,0,Nuageux,6,14,6
45,12,Vêtements,Kente,21400,1,10,0,Ensoleillé,16,27,18
8,2,Hygiène,Colgate,4700,1,15,0,Pluvieux,50,95,57
29,8,Boissons,Youki,1100,0,0,0,Ensoleillé,170,421,149
2,1,Électroménager,Hisense,117400,1,5,0,Ensoleillé,7,9,6
36,9,Vêtements,Kantamanto,12200,1,25,0,Ensoleillé,63,151,52
26,7,Électroménager,Moulinex,166900,0,0,0,Ensoleillé,11,25,11
1,1,Boissons,Coca-Cola,1000,0,0,0,Pluvieux,58,77,73
5,2,Boissons,Youki,1900,0,0,0,Ensoleillé,127,296,103
28,7,Boissons,Youki,1200,0,0,0,Ensoleillé,173,368,220
41,11,Électroménager,Brandt,155400,0,0,0,Nuageux,4,5,4
40,10,Hygiène,Palmolive,2700,0,0,0,Pluvieux,31,59,37
49,1,Alimentaire,Mama,5000,0,0,0,Ensoleillé,71,138,65
24,6,Électroménager,Brandt,164300,0,0,0,Très chaud,12,26,10
23,6,Électroménager,Samsung,165800,0,0,0,Pluvieux,11,17,13
14,4,Alimentaire,Daffé,5200,1,25,0,Ensoleillé,147,344,138
19,5,Hygiène,Dove,4500,0,0,0,Ensoleillé,85,115,74
33,9,Alimentaire,Daffé,5400,1,10,0,Ensoleillé,88,198,88
12,3,Électroménager,Samsung,93600,1,25,0,Pluvieux,7,17,9
44,11,Vêtements,Kantamanto,9000,1,15,0,Ensoleillé,25,46,23
24,6,Alimentaire,Daffé,6000,0,0,0,Nuageux,132,165,128
40,10,Alimentaire,Daffé,7000,0,0,0,Ensoleillé,81,184,67
2,1,Boissons,Coca-Cola,1500,0,0,0,Ensoleillé,98,217,108
38,10,Vêtements,Dakar Mode,33300,1,5,0,Ensoleillé,17,40,20
16,4,Alimentaire,Patisen,2600,1,10,0,Nuageux,148,341,131
34,9,Hygiène,Colgate,3300,1,0,0,Ensoleillé,42,83,57
51,1,Vêtements,Kantamanto,14500,1,5,0,Ensoleillé,15,26,16
37,10,Alimentaire,Patisen,7000,1,0,0,Ensoleillé,55,97,72
47,12,Alimentaire,Patisen,2000,1,10,0,Ensoleillé,73,158,66
7,2,Vêtements,Afriq Style,27600,0,0,0,Pluvieux,12,29,16
42,11,Vêtements,Wax & Co,32900,0,0,0,Ensoleillé,16,22,16
34,9,Vêtements,Afriq Style,11600,0,0,0,Ensoleillé,29,46,26
9,3,Vêtements,Kantamanto,30600,0,0,0,Pluvieux,19,30,19
9,3,Alimentaire,Kirène,7200,1,15,0,Pluvieux,70,169,82
15,4,Hygiène,Dettol,800,0,0,0,Nuageux,70,114,73
51,1,Électroménager,Samsung,115900,0,0,1,Nuageux,6,13,6
1,1,Électroménager,Brandt,169600,1,30,0,Ensoleillé,8,10,9
27,7,Boissons,Gazelle,2500,1,0,0,Ensoleillé,160,216,130
35,9,Électroménager,Hisense,174500,1,0,0,Nuageux,5,8,6
38,10,Électroménager,Moulinex,55400,0,0,0,Ensoleillé,6,13,6
6,2,Boissons,Kirène,1900,1,0,0,Ensoleillé,84,135,102
35,9,Boissons,Gazelle,2900,0,0,0,Ensoleillé,192,405,163
28,7,Boissons,Gazelle,1000,0,0,0,Ensoleillé,229,394,190
34,9,Hygiène,Nivea,2100,1,30,0,Ensoleillé,95,224,88
19,5,Hygiène,Dove,2400,1,15,0,Nuageux,92,145,100
8,2,Boissons,Coca-Cola,2300,1,25,0,Ensoleillé,148,289,149
47,12,Vêtements,Kente,26800,0,0,0,Ensoleillé,15,29,18
29,8,Alimentaire,Kirène,7700,0,0,0,Nuageux,103,185,105
5,2,Hygiène,Palmolive,1900,1,30,0,Pluvieux,68,129,81
24,6,Électroménager,Hisense,62800,0,0,0,Ensoleillé,14,24,12
13,4,Hygiène,Dove,2500,0,0,1,Ensoleillé,87,112,79
7,2,Hygiène,Dettol,1600,1,15,0,Ensoleillé,57,103,64
13,4,Alimentaire,Kirène,5400,0,0,0,Ensoleillé,107,137,97
2,1,Hygiène,Nivea,1500,0,0,1,Pluvieux,36,49,45
36,9,Électroménager,Brandt,190600,0,0,0,Ensoleillé,8,17,9
16,4,Électroménager,Brandt,117500,1,5,0,Ensoleillé,12,23,10
15,4,Électroménager,LG,67100,0,0,0,Ensoleillé,11,20,10
33,9,Boissons,Kirène,1600,1,15,0,Ensoleillé,197,455,172
13,4,Hygiène,Dettol,2800,0,0,0,Ensoleillé,56,131,54
39,10,Alimentaire,Nestlé,4300,0,0,0,Pluvieux,57,122,63
16,4,Alimentaire,Kirène,6300,0,0,0,Nuageux,74,150,85
37,10,Alimentaire,Mama,7200,1,0,0,Nuageux,79,95,70
35,9,Vêtements,Dakar Mode,19200,0,0,0,Nuageux,21,35,24
22,6,Électroménager,LG,112700,0,0,0,Pluvieux,8,14,7
9,3,Vêtements,Kente,3600,0,0,0,Ensoleillé,22,48,24
49,1,Électroménager,Hisense,114100,0,0,0,Nuageux,4,5,4
51,1,Boissons,Youki,2700,1,10,0,Ensoleillé,112,263,108
45,12,Vêtements,Dakar Mode,22000,0,0,1,Très chaud,14,29,18
38,10,Alimentaire,Daffé,1500,0,0,0,Ensoleillé,63,122,82
6,2,Vêtements,Dakar Mode,20200,1,0,0,Pluvieux,17,32,17
22,6,Boissons,Coca-Cola,800,1,30,0,Nuageux,347,542,303
11,3,Vêtements,Kantamanto,27400,0,0,0,Pluvieux,17,41,17
17,5,Boissons,Kirène,2400,0,0,0,Ensoleillé,169,217,181
16,4,Alimentaire,Daffé,4000,1,10,0,Nuageux,108,260,135
51,1,Électroménager,Hisense,124200,0,0,0,Nuageux,4,8,5
45,12,Électroménager,Brandt,66200,0,0,0,Ensoleillé,5,6,6
7,2,Alimentaire,Patisen,3600,1,30,0,Pluvieux,53,108,64
37,10,Vêtements,Afriq Style,13600,0,0,0,Nuageux,16,37,19
18,5,Hygiène,Dettol,4100,0,0,0,Nuageux,73,144,66
18,5,Boissons,Rani,1100,0,0,0,Pluvieux,143,278,149
51,1,Boissons,Rani,1900,0,0,0,Pluvieux,67,97,56
42,11,Boissons,Rani,2900,0,0,0,Très chaud,82,199,68
11,3,Électroménager,Brandt,193300,1,10,0,Très chaud,7,9,9
11,3,Hygiène,Dettol,1700,0,0,0,Ensoleillé,71,146,61
13,4,Hygiène,Nivea,2200,0,0,0,Ensoleillé,87,126,81
17,5,Hygiène,Colgate,4800,1,5,0,Ensoleillé,101,217,83
28,7,Électroménager,Moulinex,141300,1,15,0,Ensoleillé,9,11,13
25,7,Vêtements,Kente,7700,1,0,0,Ensoleillé,34,77,33
8,2,Hygiène,Nivea,2600,1,10,0,Très chaud,45,85,53
10,3,Hygiène,Colgate,800,1,0,0,Ensoleillé,78,182,90
15,4,Électroménager,Hisense,48700,0,0,0,Pluvieux,6,12,8
2,1,Boissons,Kirène,1500,0,0,0,Nuageux,62,75,74
26,7,Boissons,Gazelle,800,1,25,0,Nuageux,261,614,212
41,11,Électroménager,Samsung,66800,0,0,0,Ensoleillé,4,5,5
18,5,Vêtements,Kente,17600,1,5,0,Ensoleillé,32,48,34
34,9,Alimentaire,Kirène,1800,1,25,0,Ensoleillé,173,257,161
21,6,Électroménager,Brandt,155600,0,0,0,Très chaud,8,15,9
36,9,Hygiène,Dove,2400,0,0,0,Ensoleillé,52,92,64
9,3,Vêtements,Dakar Mode,23800,1,5,0,Ensoleillé,35,75,32
14,4,Hygiène,Colgate,4800,1,20,0,Très chaud,87,203,99
6,2,Alimentaire,Patisen,7800,0,0,0,Nuageux,49,119,42
12,3,Alimentaire,Daffé,6600,1,0,0,Nuageux,107,189,95
36,9,Vêtements,Dakar Mode,9400,1,10,0,Ensoleillé,33,58,35
6,2,Alimentaire,Mama,4100,1,5,0,Nuageux,76,107,74
2,1,Électroménager,LG,38100,0,0,0,Ensoleillé,3,6,5
49,1,Électroménager,Samsung,108100,0,0,0,Pluvieux,3,6,4
47,12,Électroménager,Brandt,65700,1,20,0,Ensoleillé,7,11,8
44,11,Hygiène,Palmolive,900,0,0,0,Nuageux,37,47,44
15,4,Électroménager,Samsung,149000,1,5,0,Nuageux,7,9,8
14,4,Hygiène,Dove,2200,1,5,0,Très chaud,50,103,63
22,6,Alimentaire,Mama,7600,1,30,0,Ensoleillé,148,338,168
11,3,Vêtements,Wax & Co,24500,1,15,0,Nuageux,37,81,32
18,5,Vêtements,Afriq Style,11600,0,0,0,Ensoleillé,35,72,32
23,6,Vêtements,Afriq Style,9200,0,0,0,Nuageux,31,54,33
17,5,Vêtements,Wax & Co,24800,1,25,0,Nuageux,50,60,43
23,6,Électroménager,Brandt,82500,1,20,0,Nuageux,10,18,13
31,8,Hygiène,Palmolive,3300,0,0,0,Nuageux,71,114,83
21,6,Hygiène,Dove,4800,1,0,0,Très chaud,58,141,64
1,1,Alimentaire,Patisen,6300,0,0,1,Pluvieux,36,70,42
44,11,Hygiène,Nivea,4400,1,25,0,Nuageux,67,146,60
7,2,Hygiène,Nivea,1500,0,0,0,Nuageux,44,66,51
20,5,Vêtements,Wax & Co,4500,1,5,0,Ensoleillé,45,67,43
21,6,Électroménager,Hisense,186400,0,0,0,Ensoleillé,10,16,11
14,4,Boissons,Coca-Cola,1700,0,0,1,Très chaud,146,309,179
21,6,Vêtements,Wax & Co,7300,1,5,0,Pluvieux,31,68,29
49,1,Électroménager,Hisense,140300,0,0,0,Ensoleillé,5,6,6
14,4,Hygiène,Dove,2700,1,0,0,Nuageux,82,196,74
10,3,Boissons,Gazelle,1500,0,0,0,Très chaud,113,156,93
37,10,Alimentaire,Mama,3300,1,30,0,Nuageux,75,179,94
47,12,Électroménager,LG,116700,0,0,0,Pluvieux,4,5,4
14,4,Alimentaire,Nestlé,1700,1,5,0,Ensoleillé,88,127,100
35,9,Vêtements,Dakar Mode,12800,1,5,0,Ensoleillé,32,63,29
19,5,Électroménager,Hisense,155300,0,0,0,Pluvieux,6,8,9
31,8,Vêtements,Kente,22400,1,15,1,Pluvieux,35,62,40
40,10,Alimentaire,Mama,1600,0,0,0,Pluvieux,47,87,46
20,5,Électroménager,LG,117900,0,0,0,Pluvieux,9,11,9
27,7,Alimentaire,Patisen,5400,1,20,0,Ensoleillé,141,296,145
29,8,Alimentaire,Nestlé,3800,0,0,0,Ensoleillé,133,182,116
49,1,Alimentaire,Kirène,2700,1,30,0,Pluvieux,63,93,62
3,1,Alimentaire,Patisen,4100,1,30,0,Ensoleillé,103,126,98
37,10,Boissons,Gazelle,2700,0,0,0,Ensoleillé,109,178,103
31,8,Alimentaire,Nestlé,6500,0,0,0,Pluvieux,76,173,80
28,7,Vêtements,Kantamanto,7900,0,0,0,Ensoleillé,42,81,37
17,5,Boissons,Gazelle,2500,1,10,0,Nuageux,225,467,189
27,7,Électroménager,Hisense,87900,1,30,0,Très chaud,12,29,14
51,1,Alimentaire,Mama,5100,0,0,0,Très chaud,43,80,48
47,12,Électroménager,Samsung,186000,0,0,0,Ensoleillé,4,8,5
3,1,Boissons,Rani,900,1,15,0,Nuageux,118,250,103
18,5,Électroménager,Brandt,110600,1,0,0,Ensoleillé,8,13,10
44,11,Électroménager,Moulinex,99900,0,0,0,Nuageux,4,5,5
12,3,Alimentaire,Daffé,6000,1,20,0,Très chaud,88,188,105
45,12,Boissons,Kirène,1000,0,0,0,Nuageux,65,106,72
41,11,Hygiène,Nivea,2600,0,0,0,Ensoleillé,42,60,41
47,12,Vêtements,Wax & Co,20300,0,0,1,Ensoleillé,20,27,18
29,8,Électroménager,Moulinex,115400,1,15,0,Ensoleillé,15,22,15
14,4,Vêtements,Dakar Mode,30700,1,20,0,Ensoleillé,39,87,40
4,1,Hygiène,Palmolive,2600,0,0,0,Nuageux,53,119,44
13,4,Boissons,Youki,1700,1,30,1,Ensoleillé,349,527,291
37,10,Alimentaire,Patisen,7700,1,25,0,Ensoleillé,63,79,81
39,10,Vêtements,Wax & Co,31600,0,0,0,Nuageux,19,37,20
8,2,Électroménager,Brandt,109600,0,0,0,Ensoleillé,7,12,8
32,8,Hygiène,Palmolive,3700,0,0,0,Ensoleillé,80,135,92
45,12,Électroménager,Hisense,144000,0,0,0,Pluvieux,4,9,4
46,12,Vêtements,Dakar Mode,5800,0,0,0,Très chaud,7,8,9
13,4,Alimentaire,Patisen,5800,1,5,0,Ensoleillé,109,142,117
34,9,Électroménager,Samsung,33700,1,0,0,Ensoleillé,7,9,7
44,11,Électroménager,Samsung,27500,1,15,0,Pluvieux,4,7,4
23,6,Électroménager,Hisense,164700,1,30,0,Ensoleillé,20,24,24
28,7,Électroménager,Brandt,155700,0,0,0,Nuageux,11,15,10
28,7,Hygiène,Dettol,4000,1,30,0,Ensoleillé,137,264,118
1,1,Hygiène,Palmolive,2700,0,0,0,Ensoleillé,50,106,47
27,7,Boissons,Youki,2300,0,0,0,Très chaud,196,277,170
22,6,Électroménager,Samsung,80400,0,0,0,Ensoleillé,15,34,13
47,12,Électroménager,Samsung,84300,1,25,0,Pluvieux,6,10,6
35,9,Alimentaire,Mama,5400,1,10,0,Ensoleillé,86,213,100
10,3,Vêtements,Dakar Mode,34900,0,0,0,Ensoleillé,22,35,26
49,1,Boissons,Gazelle,1100,1,15,0,Nuageux,141,170,122
14,4,Hygiène,Colgate,900,1,20,0,Ensoleillé,88,148,95
24,6,Vêtements,Dakar Mode,3900,0,0,0,Pluvieux,28,54,28
21,6,Boissons,Gazelle,2300,1,25,0,Nuageux,271,391,225
13,4,Vêtements,Wax & Co,13200,1,30,0,Ensoleillé,61,139,49
30,8,Électroménager,Hisense,86200,1,20,0,Ensoleillé,16,37,16
15,4,Alimentaire,Patisen,6700,0,0,0,Très chaud,85,207,84
52,1,Électroménager,Hisense,60000,0,0,0,Pluvieux,4,4,4
32,8,Vêtements,Kantamanto,9100,1,10,1,Ensoleillé,69,118,56
37,10,Électroménager,Moulinex,186000,1,0,0,Pluvieux,5,6,6
52,1,Électroménager,Samsung,75800,0,0,0,Ensoleillé,5,9,5
24,6,Hygiène,Dove,4500,0,0,0,Ensoleillé,76,179,98
28,7,Électroménager,Brandt,188800,1,20,0,Ensoleillé,21,45,17
47,12,Vêtements,Dakar Mode,22400,1,15,0,Nuageux,14,18,18
37,10,Boissons,Coca-Cola,700,1,30,0,Ensoleillé,141,326,155
24,6,Électroménager,Brandt,162400,1,30,0,Ensoleillé,20,44,22
26,7,Électroménager,Hisense,102000,0,0,0,Ensoleillé,12,28,11
39,10,Alimentaire,Patisen,4700,0,0,0,Ensoleillé,54,112,66
43,11,Hygiène,Nivea,3300,1,20,0,Ensoleillé,40,56,52
27,7,Alimentaire,Daffé,3700,0,0,0,Nuageux,148,196,125
49,1,Vêtements,Wax & Co,26000,0,0,0,Ensoleillé,17,30,15
5,2,Boissons,Rani,1700,0,0,0,Ensoleillé,114,196,110
28,7,Hygiène,Nivea,3800,1,15,0,Ensoleillé,137,236,125
7,2,Électroménager,Samsung,101900,1,30,0,Nuageux,11,14,10
40,10,Alimentaire,Kirène,3200,1,15,0,Ensoleillé,113,166,97
43,11,Alimentaire,Patisen,5700,0,0,0,Ensoleillé,52,101,55
29,8,Boissons,Youki,600,0,0,0,Nuageux,111,182,111
1,1,Boissons,Rani,2700,0,0,0,Pluvieux,69,101,62
7,2,Électroménager,Hisense,84400,1,10,0,Ensoleillé,11,22,9
10,3,Vêtements,Wax & Co,24300,1,5,0,Pluvieux,25,43,25
33,9,Boissons,Coca-Cola,2900,1,5,0,Ensoleillé,115,142,137
43,11,Boissons,Youki,700,1,30,0,Ensoleillé,125,217,128
51,1,Hygiène,Dove,2000,1,15,0,Nuageux,46,67,60
2,1,Hygiène,Nivea,2900,1,20,0,Ensoleillé,75,151,67
51,1,Vêtements,Wax & Co,16600,1,20,0,Ensoleillé,26,44,25
18,5,Alimentaire,Mama,3300,1,5,0,Pluvieux,95,166,106
1,1,Boissons,Gazelle,2500,1,25,0,Ensoleillé,167,365,146
11,3,Vêtements,Kantamanto,14100,0,0,0,Nuageux,20,39,24
19,5,Vêtements,Wax & Co,32700,0,0,0,Ensoleillé,44,58,42
3,1,Alimentaire,Nestlé,1800,0,0,0,Ensoleillé,50,70,52
49,1,Alimentaire,Kirène,6700,1,20,0,Ensoleillé,65,121,72
47,12,Électroménager,LG,112400,1,10,0,Pluvieux,5,8,5
5,2,Boissons,Kirène,1900,0,0,0,Pluvieux,71,141,93
1,1,Boissons,Rani,2000,0,0,0,Ensoleillé,113,271,98
23,6,Alimentaire,Daffé,7500,0,0,0,Nuageux,86,193,89
31,8,Vêtements,Kente,18500,1,0,0,Nuageux,39,91,32
23,6,Vêtements,Kantamanto,12600,1,10,0,Ensoleillé,57,141,46
9,3,Électroménager,Hisense,148000,1,0,0,Nuageux,9,12,10
6,2,Électroménager,Samsung,127000,0,0,0,Ensoleillé,4,9,5
41,11,Boissons,Rani,600,0,0,0,Ensoleillé,62,152,63
14,4,Vêtements,Kantamanto,11000,1,5,0,Ensoleillé,38,70,32
1,1,Alimentaire,Patisen,5800,1,10,0,Pluvieux,54,120,54
48,12,Boissons,Gazelle,2900,1,30,0,Ensoleillé,86,143,113
2,1,Alimentaire,Mama,7300,1,30,0,Ensoleillé,96,207,102
24,6,Alimentaire,Patisen,4200,1,5,0,Très chaud,93,204,104
10,3,Alimentaire,Patisen,3700,0,0,0,Ensoleillé,90,162,73
3,1,Électroménager,Samsung,145000,1,10,0,Ensoleillé,4,7,5
44,11,Électroménager,Brandt,57900,1,15,0,Nuageux,3,6,5
7,2,Vêtements,Kente,20900,0,0,0,Ensoleillé,25,34,21
8,2,Boissons,Youki,1100,1,25,0,Ensoleillé,170,421,161
18,5,Boissons,Kirène,800,1,30,0,Nuageux,338,785,277
50,1,Alimentaire,Patisen,4700,0,0,1,Très chaud,66,98,55
42,11,Électroménager,Moulinex,124300,1,5,0,Ensoleillé,6,12,7
9,3,Boissons,Coca-Cola,1200,0,0,0,Pluvieux,76,130,99
21,6,Boissons,Kirène,1400,1,30,0,Pluvieux,244,297,230
34,9,Électroménager,Samsung,123100,0,0,0,Nuageux,7,8,8
1,1,Boissons,Gazelle,1100,1,0,0,Très chaud,89,148,77
47,12,Alimentaire,Nestlé,4300,0,0,0,Nuageux,47,72,50
36,9,Boissons,Youki,1000,0,0,0,Très chaud,128,177,104
51,1,Hygiène,Palmolive,1500,1,5,0,Très chaud,38,53,40
29,8,Hygiène,Dove,3800,0,0,0,Ensoleillé,78,142,64
40,10,Électroménager,Hisense,129500,0,0,0,Nuageux,4,8,6
41,11,Électroménager,Moulinex,181000,1,30,0,Ensoleillé,9,17,10
50,1,Hygiène,Dettol,1400,0,0,0,Ensoleillé,37,52,42
5,2,Hygiène,Colgate,2400,0,0,0,Nuageux,45,80,40
30,8,Hygiène,Nivea,1500,1,25,0,Ensoleillé,91,141,98
15,4,Électroménager,LG,126900,0,0,0,Ensoleillé,11,21,10
2,1,Hygiène,Dettol,1500,0,0,1,Très chaud,62,118,58
47,12,Boissons,Youki,2700,0,0,0,Ensoleillé,93,130,75
39,10,Hygiène,Nivea,4900,1,30,0,Nuageux,62,142,81
19,5,Hygiène,Nivea,4800,1,15,0,Ensoleillé,113,143,105
16,4,Vêtements,Dakar Mode,31700,0,0,0,Pluvieux,17,40,23
5,2,Boissons,Coca-Cola,2800,1,20,0,Nuageux,144,197,145
51,1,Vêtements,Dakar Mode,7000,0,0,0,Nuageux,19,30,17
19,5,Électroménager,Hisense,145900,1,10,0,Pluvieux,9,21,11
38,10,Alimentaire,Patisen,3200,0,0,0,Ensoleillé,72,101,72
11,3,Vêtements,Kente,4100,1,5,0,Ensoleillé,27,41,32
8,2,Hygiène,Nivea,1900,0,0,0,Nuageux,48,63,51
18,5,Électroménager,LG,128400,0,0,0,Nuageux,11,19,11
3,1,Boissons,Gazelle,2500,0,0,0,Nuageux,102,225,84
27,7,Hygiène,Colgate,2400,0,0,0,Ensoleillé,71,97,91
39,10,Alimentaire,Daffé,7600,1,0,0,Très chaud,52,83,62
9,3,Alimentaire,Nestlé,6500,0,0,0,Ensoleillé,83,109,94
37,10,Électroménager,Samsung,102000,0,0,0,Pluvieux,3,6,4
8,2,Vêtements,Kantamanto,5100,0,0,0,Ensoleillé,27,46,23
33,9,Boissons,Coca-Cola,2100,1,0,0,Ensoleillé,118,263,116
51,1,Hygiène,Nivea,2700,1,0,0,Nuageux,42,71,41
4,1,Électroménager,Moulinex,83900,0,0,0,Pluvieux,2,4,3
48,12,Vêtements,Kantamanto,16800,1,10,0,Nuageux,23,42,21
9,3,Électroménager,Moulinex,119700,0,0,0,Ensoleillé,6,9,7
19,5,Alimentaire,Patisen,7200,1,5,0,Ensoleillé,137,173,139
28,7,Électroménager,Hisense,89800,1,10,0,Ensoleillé,16,34,15
26,7,Boissons,Kirène,2000,0,0,0,Ensoleillé,197,267,177
17,5,Boissons,Coca-Cola,1800,0,0,0,Ensoleillé,170,355,166
41,11,Hygiène,Palmolive,3800,1,20,0,Très chaud,54,99,52
49,1,Alimentaire,Mama,6900,0,0,0,Ensoleillé,60,74,65
47,12,Alimentaire,Daffé,6200,1,15,0,Ensoleillé,58,80,64
51,1,Vêtements,Kente,11700,1,15,0,Très chaud,16,25,19
34,9,Hygiène,Dove,2000,1,25,0,Ensoleillé,56,134,67
23,6,Vêtements,Wax & Co,26700,1,15,0,Ensoleillé,32,54,43
17,5,Hygiène,Colgate,1300,1,5,0,Ensoleillé,125,217,102
51,1,Alimentaire,Nestlé,4200,0,0,0,Ensoleillé,51,92,53
14,4,Vêtements,Wax & Co,34400,0,0,0,Pluvieux,28,55,25
23,6,Boissons,Kirène,1200,0,0,0,Ensoleillé,185,453,162
49,1,Hygiène,Palmolive,3000,1,0,0,Pluvieux,35,46,34
44,11,Vêtements,Afriq Style,30200,1,15,0,Nuageux,16,33,19
27,7,Hygiène,Nivea,3900,0,0,0,Pluvieux,60,109,73
12,3,Alimentaire,Patisen,5500,1,0,0,Nuageux,73,107,80
15,4,Hygiène,Colgate,4300,1,20,0,Nuageux,118,193,104
43,11,Vêtements,Afriq Style,5000,1,25,0,Ensoleillé,18,25,18
28,7,Boissons,Youki,700,1,15,0,Nuageux,191,428,170
25,7,Boissons,Kirène,700,0,0,0,Ensoleillé,164,400,182
19,5,Alimentaire,Patisen,7000,0,0,0,Pluvieux,58,135,61
3,1,Boissons,Coca-Cola,2300,0,0,0,Ensoleillé,97,152,81
25,7,Électroménager,Samsung,99300,1,25,0,Ensoleillé,12,26,13
26,7,Hygiène,Colgate,3900,0,0,0,Nuageux,105,218,86
45,12,Vêtements,Kente,23900,0,0,0,Ensoleillé,20,44,17
28,7,Électroménager,Brandt,100600,1,10,0,Nuageux,7,13,9
38,10,Boissons,Kirène,2000,0,0,0,Ensoleillé,102,133,86
36,9,Vêtements,Dakar Mode,10000,0,0,0,Ensoleillé,21,45,27
23,6,Boissons,Kirène,2000,1,5,0,Nuageux,194,477,188
39,10,Alimentaire,Kirène,4400,1,25,0,Ensoleillé,94,200,89
1,1,Vêtements,Kantamanto,6300,0,0,0,Ensoleillé,19,31,16
38,10,Boissons,Coca-Cola,1900,0,0,0,Ensoleillé,119,226,105
14,4,Hygiène,Dove,2200,1,10,0,Pluvieux,84,102,68
52,1,Boissons,Coca-Cola,1800,0,0,0,Très chaud,85,119,69
8,2,Alimentaire,Nestlé,4100,1,20,0,Ensoleillé,132,205,108
20,5,Vêtements,Wax & Co,23100,1,25,0,Nuageux,38,66,44
18,5,Électroménager,LG,49400,0,0,0,Ensoleillé,7,8,10
17,5,Hygiène,Nivea,4600,1,30,0,Pluvieux,79,160,82
30,8,Vêtements,Dakar Mode,13600,0,0,0,Ensoleillé,35,67,29
3,1,Électroménager,Brandt,127300,1,15,1,Pluvieux,6,13,7
13,4,Boissons,Kirène,700,1,10,0,Nuageux,207,502,174
50,1,Boissons,Rani,1800,1,5,0,Ensoleillé,68,98,74
26,7,Boissons,Rani,2900,0,0,0,Très chaud,110,182,131
13,4,Hygiène,Dettol,1900,0,0,0,Ensoleillé,116,147,94
45,12,Boissons,Coca-Cola,2100,0,0,0,Pluvieux,61,150,51
13,4,Alimentaire,Kirène,6100,0,0,1,Ensoleillé,162,304,156
9,3,Boissons,Coca-Cola,2300,1,5,0,Nuageux,121,172,130
15,4,Électroménager,Moulinex,132100,1,5,0,Ensoleillé,10,21,12
4,1,Vêtements,Afriq Style,10500,0,0,0,Nuageux,18,34,17
34,9,Électroménager,Samsung,152500,1,30,0,Pluvieux,9,15,10
38,10,Électroménager,LG,91700,0,0,0,Ensoleillé,9,11,9
45,12,Électroménager,LG,26300,0,0,0,Nuageux,5,11,5
